user_id,signup_date,cohort_month,acquisition_channel,plan,age_group,city_tier,onboarding_steps_completed,sessions_first_30_days,retained_day7,retained_day14,retained_day30,churned_month1,estimated_ltv
USR047615,2023-05-30,2023-05,Paid Search,Free,18-24,Tier 2,2,13,1,1,1,0,224.57
USR047616,2023-11-12,2023-11,Organic,Pro,25-34,Tier 1,2,12,1,1,1,0,2588.47
USR047617,2023-04-13,2023-04,Paid Search,Free,35-44,Tier 1,5,4,1,1,0,1,236.29
USR047618,2023-01-21,2023-01,Referral,Basic,18-24,Tier 1,5,24,1,1,1,0,1433.91
USR047619,2023-09-27,2023-09,Paid Search,Free,45+,Tier 1,5,6,1,1,1,0,290.74
USR047620,2023-10-24,2023-10,Social Media,Free,35-44,Tier 1,4,27,1,1,1,0,273.18
USR047621,2023-08-01,2023-08,Social Media,Basic,45+,Tier 2,3,20,1,1,1,0,762.86
USR047622,2023-03-04,2023-03,Paid Search,Free,25-34,Tier 3,3,2,1,1,0,1,367.71
USR047623,2023-10-25,2023-10,Organic,Free,35-44,Tier 1,5,1,0,0,0,1,258.83
USR047624,2023-05-03,2023-05,Social Media,Pro,45+,Tier 3,1,24,1,0,1,0,2072.6
USR047625,2023-01-16,2023-01,Referral,Basic,18-24,Tier 2,4,21,1,1,1,0,926.37
USR047626,2023-02-27,2023-02,Organic,Free,25-34,Tier 1,0,25,1,0,1,0,201.77
USR047627,2023-09-01,2023-09,Referral,Free,25-34,Tier 1,1,6,1,1,1,0,28.4
USR047628,2023-08-24,2023-08,Organic,Free,45+,Tier 1,3,20,1,1,1,0,228.53
USR047629,2023-12-25,2023-12,Paid Search,Free,18-24,Tier 3,4,1,0,0,0,1,265.81
USR047630,2023-02-27,2023-02,Organic,Free,25-34,Tier 1,5,2,1,1,0,1,134.9
USR047631,2023-10-28,2023-10,Organic,Free,25-34,Tier 1,2,19,1,1,1,0,206.9
USR047632,2023-02-16,2023-02,Organic,Free,25-34,Tier 1,5,23,1,0,1,0,338.58
USR047633,2023-10-30,2023-10,Social Media,Basic,45+,Tier 2,5,22,1,1,1,0,1188.06
USR047634,2023-09-18,2023-09,Paid Search,Basic,25-34,Tier 2,4,8,1,0,1,0,1045.03
USR047635,2023-06-02,2023-06,Organic,Free,25-34,Tier 1,5,23,1,1,1,0,199.87
USR047636,2023-08-27,2023-08,Referral,Basic,18-24,Tier 2,2,7,1,1,1,0,684.74
USR047637,2023-09-18,2023-09,Organic,Basic,45+,Tier 2,5,14,1,1,1,0,1247.95
USR047638,2023-06-09,2023-06,Social Media,Pro,45+,Tier 2,3,6,1,1,1,0,2602.04
USR047639,2023-04-11,2023-04,Paid Search,Basic,45+,Tier 1,4,4,1,1,0,1,1645.05
USR047640,2023-01-12,2023-01,Organic,Basic,18-24,Tier 3,5,17,1,1,1,0,1371.58
USR047641,2023-02-05,2023-02,Email,Basic,25-34,Tier 3,5,3,1,0,0,1,1225.53
USR047642,2023-01-08,2023-01,Organic,Basic,25-34,Tier 2,0,14,1,1,1,0,1058.48
USR047643,2023-06-17,2023-06,Social Media,Free,35-44,Tier 3,3,23,1,0,1,0,110.02
USR047644,2023-01-21,2023-01,Referral,Basic,18-24,Tier 3,5,16,1,1,1,0,870.71
USR047645,2023-06-23,2023-06,Referral,Free,25-34,Tier 3,0,15,1,0,1,0,147.04
USR047646,2023-11-15,2023-11,Social Media,Free,25-34,Tier 1,2,3,1,1,0,1,108.72
USR047647,2023-10-13,2023-10,Paid Search,Free,35-44,Tier 1,4,3,1,1,0,1,356.47
USR047648,2023-06-25,2023-06,Paid Search,Free,35-44,Tier 3,4,2,1,1,0,1,112.62
USR047649,2023-04-01,2023-04,Social Media,Free,25-34,Tier 2,4,4,1,1,0,1,276.09
USR047650,2023-02-04,2023-02,Organic,Basic,25-34,Tier 2,5,27,1,1,1,0,938.67
USR047651,2023-01-21,2023-01,Paid Search,Free,35-44,Tier 2,4,24,1,0,1,0,190.45
USR047652,2023-02-11,2023-02,Email,Free,45+,Tier 1,2,6,1,1,1,0,62.1
USR047653,2023-10-04,2023-10,Social Media,Basic,45+,Tier 3,1,18,1,0,1,0,1345.93
USR047654,2023-07-13,2023-07,Social Media,Pro,35-44,Tier 1,5,9,1,1,1,0,1735.18
USR047655,2023-11-10,2023-11,Organic,Free,25-34,Tier 3,5,2,1,0,0,1,196.13
USR047656,2023-10-02,2023-10,Referral,Free,25-34,Tier 2,4,4,1,1,0,1,94.49
USR047657,2023-05-18,2023-05,Referral,Free,18-24,Tier 3,0,2,0,0,0,1,265.34
USR047658,2023-07-12,2023-07,Organic,Free,35-44,Tier 2,3,1,0,0,0,1,160.91
USR047659,2023-07-22,2023-07,Paid Search,Pro,25-34,Tier 2,0,1,0,0,0,1,3198.94
USR047660,2023-12-11,2023-12,Referral,Free,25-34,Tier 1,4,25,1,1,1,0,246.77
USR047661,2023-03-09,2023-03,Social Media,Free,25-34,Tier 1,1,2,0,0,0,1,248.03
USR047662,2023-03-06,2023-03,Organic,Free,18-24,Tier 1,0,1,0,0,0,1,220.31
USR047663,2023-10-31,2023-10,Organic,Basic,18-24,Tier 1,4,19,1,1,1,0,820.09
USR047664,2023-04-10,2023-04,Email,Basic,18-24,Tier 2,4,14,1,0,1,0,1185.91
USR047665,2023-03-29,2023-03,Email,Free,35-44,Tier 1,5,1,0,0,0,1,53.0
USR047666,2023-05-29,2023-05,Paid Search,Pro,35-44,Tier 2,1,9,1,1,1,0,3211.93
USR047667,2023-01-29,2023-01,Social Media,Free,25-34,Tier 2,3,14,1,1,1,0,158.76
USR047668,2023-02-09,2023-02,Paid Search,Basic,25-34,Tier 1,5,21,1,1,1,0,1207.75
USR047669,2023-02-22,2023-02,Organic,Free,25-34,Tier 2,1,4,0,0,0,1,22.12
USR047670,2023-05-24,2023-05,Email,Pro,18-24,Tier 1,5,14,1,1,1,0,2858.74
USR047671,2023-10-31,2023-10,Organic,Free,25-34,Tier 1,4,15,1,0,1,0,116.53
USR047672,2023-07-31,2023-07,Referral,Pro,25-34,Tier 1,5,1,0,0,0,1,2230.5
USR047673,2023-05-30,2023-05,Social Media,Free,25-34,Tier 1,1,18,1,0,1,0,71.99
USR047674,2023-10-01,2023-10,Paid Search,Free,25-34,Tier 2,2,14,1,1,1,0,318.1
USR047675,2023-02-09,2023-02,Referral,Basic,35-44,Tier 2,3,19,1,1,1,0,1181.48
USR047676,2023-08-01,2023-08,Organic,Free,45+,Tier 3,3,10,1,1,1,0,162.08
USR047677,2023-04-17,2023-04,Paid Search,Basic,25-34,Tier 1,2,2,1,0,0,1,1299.93
USR047678,2023-12-07,2023-12,Social Media,Free,18-24,Tier 3,4,2,1,1,0,1,166.56
USR047679,2023-11-09,2023-11,Social Media,Basic,18-24,Tier 2,5,28,1,0,1,0,904.66
USR047680,2023-03-26,2023-03,Referral,Free,18-24,Tier 1,0,1,0,0,0,1,139.27
USR047681,2023-05-31,2023-05,Organic,Pro,35-44,Tier 1,4,24,1,1,1,0,2755.26
USR047682,2023-04-26,2023-04,Organic,Free,18-24,Tier 1,5,2,1,1,0,1,217.89
USR047683,2023-06-11,2023-06,Paid Search,Basic,35-44,Tier 1,3,1,0,0,0,1,1091.68
USR047684,2023-01-22,2023-01,Organic,Basic,25-34,Tier 2,5,20,1,1,1,0,925.53
USR047685,2023-07-03,2023-07,Paid Search,Basic,25-34,Tier 2,5,8,1,1,1,0,958.61
USR047686,2023-10-28,2023-10,Organic,Basic,25-34,Tier 3,4,23,1,0,1,0,1119.85
USR047687,2023-07-18,2023-07,Social Media,Free,25-34,Tier 2,3,2,1,1,0,1,297.44
USR047688,2023-11-05,2023-11,Organic,Free,25-34,Tier 2,3,4,1,1,0,1,232.07
USR047689,2023-05-13,2023-05,Referral,Free,45+,Tier 1,4,20,1,0,1,0,300.08
USR047690,2023-06-18,2023-06,Organic,Pro,18-24,Tier 1,5,4,1,1,0,1,3051.16
USR047691,2023-08-23,2023-08,Social Media,Basic,18-24,Tier 1,5,27,1,1,1,0,1410.87
USR047692,2023-03-08,2023-03,Organic,Pro,25-34,Tier 1,5,13,1,1,1,0,2631.28
USR047693,2023-11-11,2023-11,Paid Search,Pro,25-34,Tier 1,5,4,1,0,0,1,2607.06
USR047694,2023-04-14,2023-04,Referral,Free,45+,Tier 2,3,4,1,1,1,0,124.2
USR047695,2023-01-04,2023-01,Social Media,Free,45+,Tier 2,0,2,0,0,0,1,125.52
USR047696,2023-07-10,2023-07,Referral,Basic,18-24,Tier 1,4,9,1,1,1,0,1353.14
USR047697,2023-12-05,2023-12,Organic,Pro,18-24,Tier 2,4,25,1,1,1,0,2003.57
USR047698,2023-01-26,2023-01,Organic,Free,18-24,Tier 1,3,4,1,1,0,1,208.21
USR047699,2023-03-08,2023-03,Referral,Basic,35-44,Tier 1,5,5,1,1,1,0,698.55
USR047700,2023-08-06,2023-08,Referral,Basic,25-34,Tier 3,3,2,1,1,0,1,1082.5
USR047701,2023-11-20,2023-11,Organic,Basic,25-34,Tier 1,3,20,1,1,1,0,947.84
USR047702,2023-01-29,2023-01,Referral,Free,25-34,Tier 2,5,4,1,0,0,1,215.12
USR047703,2023-11-09,2023-11,Referral,Free,18-24,Tier 3,4,1,0,0,0,1,163.9
USR047704,2023-03-24,2023-03,Paid Search,Free,25-34,Tier 2,4,4,1,1,0,1,277.5
USR047705,2023-12-20,2023-12,Paid Search,Free,35-44,Tier 2,5,25,1,0,1,0,214.8
USR047706,2023-07-14,2023-07,Organic,Free,25-34,Tier 1,5,3,1,0,0,1,193.69
USR047707,2023-10-11,2023-10,Organic,Pro,45+,Tier 1,4,25,1,1,1,0,3242.63
USR047708,2023-05-07,2023-05,Social Media,Free,25-34,Tier 2,0,17,1,0,1,0,237.13
USR047709,2023-03-21,2023-03,Email,Pro,18-24,Tier 2,5,4,1,1,1,0,3355.64
USR047710,2023-03-26,2023-03,Organic,Free,18-24,Tier 1,5,4,1,1,0,1,168.99
USR047711,2023-04-09,2023-04,Email,Free,25-34,Tier 1,5,18,1,1,1,0,289.56
USR047712,2023-10-18,2023-10,Paid Search,Free,25-34,Tier 3,3,19,1,0,1,0,160.91
USR047713,2023-12-23,2023-12,Referral,Free,25-34,Tier 2,2,30,1,1,1,0,267.91
USR047714,2023-10-25,2023-10,Paid Search,Free,25-34,Tier 1,2,17,1,1,1,0,0.0
USR047715,2023-03-23,2023-03,Paid Search,Free,45+,Tier 1,4,26,1,1,1,0,272.0
USR047716,2023-08-13,2023-08,Social Media,Free,25-34,Tier 2,3,18,1,0,1,0,256.16
USR047717,2023-02-06,2023-02,Email,Free,25-34,Tier 2,0,3,0,0,0,1,153.89
USR047718,2023-11-06,2023-11,Organic,Pro,18-24,Tier 1,4,7,1,0,1,0,4314.19
USR047719,2023-11-04,2023-11,Social Media,Basic,18-24,Tier 1,3,17,1,0,1,0,952.66
USR047720,2023-01-15,2023-01,Social Media,Free,18-24,Tier 1,1,29,1,1,1,0,131.07
USR047721,2023-01-12,2023-01,Paid Search,Free,18-24,Tier 1,3,22,1,0,1,0,249.57
USR047722,2023-11-12,2023-11,Social Media,Free,25-34,Tier 2,0,11,1,0,1,0,204.93
USR047723,2023-04-21,2023-04,Organic,Pro,25-34,Tier 2,4,3,1,0,1,0,1901.77
USR047724,2023-12-21,2023-12,Organic,Free,35-44,Tier 3,3,2,1,1,0,1,128.26
USR047725,2023-09-22,2023-09,Organic,Basic,45+,Tier 1,5,4,1,1,0,1,1021.21
USR047726,2023-08-09,2023-08,Organic,Basic,18-24,Tier 2,5,1,0,0,0,1,1113.67
USR047727,2023-01-21,2023-01,Organic,Free,25-34,Tier 1,5,1,0,0,0,1,152.16
USR047728,2023-04-05,2023-04,Organic,Free,25-34,Tier 1,5,2,1,1,0,1,41.27
USR047729,2023-04-04,2023-04,Paid Search,Basic,25-34,Tier 2,1,2,0,0,0,1,1108.23
USR047730,2023-05-18,2023-05,Email,Basic,25-34,Tier 1,5,22,1,1,1,0,1117.42
USR047731,2023-08-07,2023-08,Social Media,Free,18-24,Tier 1,2,4,1,0,0,1,205.23
USR047732,2023-12-16,2023-12,Paid Search,Basic,45+,Tier 1,2,1,0,0,0,1,1377.4
USR047733,2023-05-07,2023-05,Organic,Pro,25-34,Tier 1,0,21,1,1,1,0,2681.94
USR047734,2023-04-13,2023-04,Organic,Free,25-34,Tier 1,4,3,1,1,0,1,132.12
USR047735,2023-10-07,2023-10,Organic,Free,25-34,Tier 1,4,1,0,0,0,1,221.5
USR047736,2023-08-11,2023-08,Paid Search,Free,35-44,Tier 1,4,13,1,1,1,0,201.39
USR047737,2023-02-22,2023-02,Referral,Basic,25-34,Tier 1,1,13,1,1,1,0,1186.28
USR047738,2023-04-26,2023-04,Social Media,Free,25-34,Tier 2,5,3,1,1,0,1,192.96
USR047739,2023-01-01,2023-01,Paid Search,Basic,45+,Tier 2,1,5,1,0,1,0,931.19
USR047740,2023-12-16,2023-12,Organic,Basic,25-34,Tier 2,5,1,0,0,0,1,1012.98
USR047741,2023-07-13,2023-07,Email,Basic,25-34,Tier 2,2,3,1,0,0,1,1034.05
USR047742,2023-05-13,2023-05,Referral,Basic,35-44,Tier 2,5,6,1,1,1,0,1280.19
USR047743,2023-12-07,2023-12,Organic,Free,25-34,Tier 1,5,26,1,1,1,0,248.32
USR047744,2023-06-01,2023-06,Social Media,Basic,25-34,Tier 3,4,4,1,1,0,1,1279.03
USR047745,2023-05-23,2023-05,Social Media,Basic,18-24,Tier 1,4,8,1,1,1,0,1324.65
USR047746,2023-09-12,2023-09,Referral,Free,45+,Tier 1,5,1,0,0,0,1,245.6
USR047747,2023-05-24,2023-05,Organic,Free,25-34,Tier 1,5,30,1,1,1,0,272.87
USR047748,2023-06-02,2023-06,Referral,Pro,18-24,Tier 1,3,9,1,1,1,0,2440.02
USR047749,2023-10-02,2023-10,Paid Search,Free,18-24,Tier 1,5,4,1,0,0,1,319.54
USR047750,2023-09-04,2023-09,Referral,Free,18-24,Tier 1,3,2,1,1,0,1,155.98
USR047751,2023-10-10,2023-10,Social Media,Free,25-34,Tier 1,1,4,0,0,0,1,252.6
USR047752,2023-01-27,2023-01,Organic,Basic,25-34,Tier 1,4,19,1,1,1,0,914.93
USR047753,2023-04-10,2023-04,Organic,Free,25-34,Tier 3,4,3,1,1,0,1,94.97
USR047754,2023-12-01,2023-12,Email,Pro,18-24,Tier 2,5,13,1,0,1,0,2811.83
USR047755,2023-04-05,2023-04,Referral,Free,45+,Tier 3,5,2,1,0,0,1,176.16
USR047756,2023-06-30,2023-06,Paid Search,Free,18-24,Tier 1,5,1,0,0,0,1,232.05
USR047757,2023-09-21,2023-09,Referral,Free,25-34,Tier 1,5,3,1,1,1,0,196.13
USR047758,2023-02-19,2023-02,Referral,Pro,25-34,Tier 3,5,16,1,1,1,0,2596.1
USR047759,2023-04-04,2023-04,Email,Free,25-34,Tier 1,5,1,0,0,0,1,282.24
USR047760,2023-06-06,2023-06,Email,Free,18-24,Tier 2,4,28,1,1,1,0,287.08
USR047761,2023-03-26,2023-03,Referral,Free,35-44,Tier 1,5,3,1,1,0,1,273.02
USR047762,2023-07-09,2023-07,Paid Search,Free,18-24,Tier 1,5,1,0,0,0,1,240.12
USR047763,2023-08-03,2023-08,Paid Search,Free,35-44,Tier 3,5,3,1,1,0,1,273.2
USR047764,2023-11-17,2023-11,Organic,Pro,35-44,Tier 1,5,13,1,1,1,0,2524.69
USR047765,2023-07-07,2023-07,Paid Search,Free,18-24,Tier 1,4,21,1,1,1,0,94.79
USR047766,2023-11-27,2023-11,Paid Search,Free,18-24,Tier 1,0,22,1,0,1,0,181.99
USR047767,2023-01-11,2023-01,Social Media,Basic,25-34,Tier 1,3,28,1,1,1,0,1403.1
USR047768,2023-09-07,2023-09,Referral,Basic,18-24,Tier 2,2,2,1,1,0,1,987.5
USR047769,2023-12-05,2023-12,Paid Search,Free,45+,Tier 2,1,23,1,0,1,0,261.35
USR047770,2023-02-07,2023-02,Organic,Free,18-24,Tier 2,1,1,0,0,0,1,125.43
USR047771,2023-07-24,2023-07,Referral,Pro,18-24,Tier 2,1,20,1,1,1,0,3040.14
USR047772,2023-03-28,2023-03,Organic,Free,18-24,Tier 1,2,1,0,0,0,1,85.35
USR047773,2023-07-01,2023-07,Email,Basic,25-34,Tier 1,5,25,1,0,1,0,1668.83
USR047774,2023-08-31,2023-08,Referral,Basic,45+,Tier 3,4,27,1,1,1,0,995.71
USR047775,2023-06-01,2023-06,Email,Pro,25-34,Tier 3,5,13,1,1,1,0,3558.44
USR047776,2023-07-14,2023-07,Email,Free,18-24,Tier 2,5,4,1,1,0,1,208.45
USR047777,2023-07-03,2023-07,Social Media,Basic,18-24,Tier 1,4,11,1,0,1,0,1013.46
USR047778,2023-04-28,2023-04,Paid Search,Free,18-24,Tier 3,3,20,1,1,1,0,144.02
USR047779,2023-01-02,2023-01,Paid Search,Free,45+,Tier 2,2,25,1,1,1,0,186.7
USR047780,2023-07-06,2023-07,Paid Search,Basic,25-34,Tier 1,5,23,1,0,1,0,1347.26
USR047781,2023-08-05,2023-08,Organic,Free,25-34,Tier 2,5,3,1,1,0,1,266.63
USR047782,2023-03-20,2023-03,Organic,Free,25-34,Tier 2,5,22,1,1,1,0,266.25
USR047783,2023-05-26,2023-05,Organic,Pro,25-34,Tier 2,3,2,1,1,0,1,2670.79
USR047784,2023-07-02,2023-07,Referral,Pro,25-34,Tier 1,4,24,1,1,1,0,1694.3
USR047785,2023-11-02,2023-11,Email,Pro,35-44,Tier 1,3,26,1,1,1,0,2041.78
USR047786,2023-01-19,2023-01,Referral,Free,45+,Tier 3,1,1,0,0,0,1,192.41
USR047787,2023-01-14,2023-01,Social Media,Free,25-34,Tier 2,4,2,1,1,0,1,120.95
USR047788,2023-08-31,2023-08,Referral,Free,18-24,Tier 1,5,2,1,1,0,1,288.9
USR047789,2023-01-12,2023-01,Referral,Free,35-44,Tier 2,5,4,1,1,0,1,83.23
USR047790,2023-01-13,2023-01,Paid Search,Free,18-24,Tier 1,1,3,0,0,0,1,271.29
USR047791,2023-11-29,2023-11,Social Media,Free,35-44,Tier 1,2,2,1,1,0,1,208.02
USR047792,2023-04-25,2023-04,Organic,Free,18-24,Tier 1,5,2,1,0,0,1,187.3
USR047793,2023-10-10,2023-10,Email,Free,25-34,Tier 3,2,4,1,1,0,1,178.66
USR047794,2023-04-15,2023-04,Social Media,Free,25-34,Tier 1,3,16,1,1,1,0,124.79
USR047795,2023-09-16,2023-09,Organic,Free,25-34,Tier 3,5,4,1,1,0,1,131.53
USR047796,2023-02-04,2023-02,Paid Search,Free,25-34,Tier 1,0,23,1,1,1,0,314.03
USR047797,2023-12-20,2023-12,Social Media,Free,35-44,Tier 1,5,17,1,1,1,0,182.76
USR047798,2023-08-31,2023-08,Organic,Free,18-24,Tier 2,5,2,1,1,0,1,208.63
USR047799,2023-06-04,2023-06,Social Media,Pro,35-44,Tier 2,4,3,1,1,1,0,2185.02
USR047800,2023-06-13,2023-06,Email,Free,18-24,Tier 1,1,4,0,0,0,1,168.51
USR047801,2023-12-29,2023-12,Social Media,Pro,25-34,Tier 2,4,1,0,0,0,1,2394.3
USR047802,2023-06-30,2023-06,Paid Search,Free,35-44,Tier 1,5,4,1,0,0,1,233.12
USR047803,2023-11-20,2023-11,Referral,Free,18-24,Tier 1,3,2,1,1,0,1,142.35
USR047804,2023-06-20,2023-06,Referral,Free,25-34,Tier 1,3,3,1,0,0,1,333.26
USR047805,2023-07-20,2023-07,Social Media,Free,35-44,Tier 2,4,3,1,1,0,1,109.92
USR047806,2023-07-08,2023-07,Referral,Pro,25-34,Tier 2,5,13,1,1,1,0,2254.57
USR047807,2023-09-26,2023-09,Social Media,Free,35-44,Tier 2,0,3,0,0,0,1,205.61
USR047808,2023-09-08,2023-09,Organic,Basic,18-24,Tier 3,3,11,1,1,1,0,1034.96
USR047809,2023-09-29,2023-09,Social Media,Free,25-34,Tier 2,3,19,1,1,1,0,181.8
USR047810,2023-04-20,2023-04,Referral,Basic,18-24,Tier 2,1,2,0,0,0,1,1243.72
USR047811,2023-08-13,2023-08,Social Media,Free,25-34,Tier 1,5,3,1,1,0,1,240.73
USR047812,2023-11-10,2023-11,Paid Search,Free,35-44,Tier 2,5,18,1,1,1,0,86.57
USR047813,2023-04-22,2023-04,Social Media,Basic,35-44,Tier 3,5,3,1,1,0,1,803.99
USR047814,2023-12-04,2023-12,Social Media,Basic,25-34,Tier 1,5,10,1,0,1,0,1328.78
USR047815,2023-06-20,2023-06,Email,Free,45+,Tier 1,1,16,1,1,1,0,0.0
USR047816,2023-01-07,2023-01,Referral,Free,25-34,Tier 1,5,2,1,1,0,1,189.73
USR047817,2023-09-10,2023-09,Social Media,Pro,25-34,Tier 2,1,5,1,1,1,0,2919.97
USR047818,2023-01-29,2023-01,Organic,Free,45+,Tier 2,0,4,0,0,0,1,129.71
USR047819,2023-01-31,2023-01,Paid Search,Basic,35-44,Tier 2,5,11,1,1,1,0,1290.11
USR047820,2023-07-16,2023-07,Social Media,Basic,25-34,Tier 3,4,28,1,1,1,0,954.09
USR047821,2023-06-12,2023-06,Organic,Basic,25-34,Tier 1,4,25,1,1,1,0,1352.09
USR047822,2023-07-02,2023-07,Social Media,Free,25-34,Tier 3,2,4,1,1,0,1,191.69
USR047823,2023-06-19,2023-06,Paid Search,Pro,25-34,Tier 1,4,21,1,1,1,0,2304.29
USR047824,2023-04-19,2023-04,Paid Search,Free,45+,Tier 2,5,26,1,0,1,0,189.07
USR047825,2023-08-28,2023-08,Social Media,Free,25-34,Tier 2,5,24,1,1,1,0,259.38
USR047826,2023-09-28,2023-09,Referral,Basic,25-34,Tier 2,3,11,1,1,1,0,823.86
USR047827,2023-11-13,2023-11,Social Media,Pro,45+,Tier 1,0,14,1,1,1,0,2500.57
USR047828,2023-01-20,2023-01,Email,Free,25-34,Tier 1,3,24,1,1,1,0,166.57
USR047829,2023-08-12,2023-08,Organic,Free,18-24,Tier 1,4,24,1,1,1,0,233.87
USR047830,2023-12-15,2023-12,Social Media,Free,25-34,Tier 1,5,14,1,1,1,0,264.02
USR047831,2023-09-02,2023-09,Organic,Free,18-24,Tier 1,3,9,1,1,1,0,158.24
USR047832,2023-12-11,2023-12,Email,Free,25-34,Tier 3,4,1,0,0,0,1,175.3
USR047833,2023-12-30,2023-12,Paid Search,Pro,18-24,Tier 3,4,21,1,1,1,0,2511.47
USR047834,2023-02-01,2023-02,Email,Basic,18-24,Tier 1,4,3,1,1,1,0,1576.21
USR047835,2023-03-16,2023-03,Referral,Free,18-24,Tier 3,5,3,1,0,0,1,226.66
USR047836,2023-08-26,2023-08,Paid Search,Free,35-44,Tier 3,3,2,1,1,0,1,61.79
USR047837,2023-05-01,2023-05,Referral,Free,18-24,Tier 1,5,18,1,1,1,0,245.72
USR047838,2023-02-27,2023-02,Organic,Basic,25-34,Tier 3,2,22,1,1,1,0,939.65
USR047839,2023-05-15,2023-05,Social Media,Basic,25-34,Tier 2,5,7,1,0,1,0,1026.62
USR047840,2023-10-05,2023-10,Social Media,Free,35-44,Tier 2,5,4,1,1,1,0,153.99
USR047841,2023-05-02,2023-05,Organic,Pro,45+,Tier 3,5,24,1,1,1,0,2309.78
USR047842,2023-12-16,2023-12,Email,Free,25-34,Tier 1,5,19,1,1,1,0,65.51
USR047843,2023-03-09,2023-03,Referral,Basic,18-24,Tier 2,0,28,1,1,1,0,570.03
USR047844,2023-12-11,2023-12,Referral,Free,25-34,Tier 1,4,18,1,0,1,0,125.16
USR047845,2023-02-18,2023-02,Organic,Pro,25-34,Tier 3,4,20,1,1,1,0,1892.43
USR047846,2023-10-02,2023-10,Social Media,Basic,25-34,Tier 1,5,23,1,1,1,0,1610.57
USR047847,2023-05-23,2023-05,Paid Search,Free,18-24,Tier 2,5,2,1,1,0,1,223.02
USR047848,2023-01-09,2023-01,Paid Search,Pro,45+,Tier 2,1,28,1,1,1,0,2885.52
USR047849,2023-04-03,2023-04,Email,Basic,25-34,Tier 1,5,11,1,1,1,0,1320.52
USR047850,2023-04-24,2023-04,Social Media,Basic,25-34,Tier 2,5,29,1,1,1,0,847.35
USR047851,2023-02-14,2023-02,Social Media,Free,25-34,Tier 3,2,1,0,0,0,1,315.15
USR047852,2023-09-30,2023-09,Email,Basic,18-24,Tier 1,5,17,1,1,1,0,1623.93
USR047853,2023-05-14,2023-05,Organic,Pro,25-34,Tier 1,2,3,1,1,0,1,3536.6
USR047854,2023-08-02,2023-08,Social Media,Free,18-24,Tier 3,5,3,1,1,0,1,240.53
USR047855,2023-10-07,2023-10,Referral,Basic,18-24,Tier 2,2,2,1,0,0,1,1386.27
USR047856,2023-03-18,2023-03,Paid Search,Free,35-44,Tier 1,5,27,1,0,1,0,155.58
USR047857,2023-10-26,2023-10,Organic,Pro,45+,Tier 2,2,4,1,1,0,1,2883.81
USR047858,2023-12-12,2023-12,Paid Search,Free,25-34,Tier 2,5,3,1,1,0,1,196.7
USR047859,2023-07-05,2023-07,Paid Search,Free,35-44,Tier 1,2,5,1,0,1,0,324.18
USR047860,2023-09-12,2023-09,Paid Search,Pro,35-44,Tier 1,4,26,1,1,1,0,3371.02
USR047861,2023-06-24,2023-06,Paid Search,Basic,25-34,Tier 1,5,8,1,1,1,0,1674.65
USR047862,2023-01-18,2023-01,Referral,Basic,18-24,Tier 1,1,2,0,0,0,1,1597.44
USR047863,2023-09-09,2023-09,Paid Search,Pro,25-34,Tier 2,4,18,1,1,1,0,3162.94
USR047864,2023-01-20,2023-01,Organic,Free,18-24,Tier 1,5,10,1,1,1,0,207.87
USR047865,2023-06-03,2023-06,Social Media,Pro,45+,Tier 3,2,2,1,1,0,1,3235.18
USR047866,2023-09-30,2023-09,Paid Search,Free,35-44,Tier 2,4,25,1,1,1,0,320.41
USR047867,2023-10-28,2023-10,Social Media,Basic,45+,Tier 2,2,3,1,0,0,1,817.08
USR047868,2023-04-28,2023-04,Social Media,Basic,25-34,Tier 2,4,12,1,1,1,0,1412.68
USR047869,2023-06-04,2023-06,Social Media,Free,25-34,Tier 3,3,1,0,0,0,1,106.12
USR047870,2023-08-11,2023-08,Paid Search,Basic,25-34,Tier 2,3,2,1,1,0,1,759.07
USR047871,2023-10-01,2023-10,Email,Pro,25-34,Tier 1,2,3,1,0,0,1,2864.41
USR047872,2023-07-25,2023-07,Referral,Free,25-34,Tier 1,3,4,1,1,0,1,231.3
USR047873,2023-02-13,2023-02,Social Media,Free,25-34,Tier 1,4,25,1,1,1,0,69.86
USR047874,2023-09-05,2023-09,Email,Basic,25-34,Tier 1,5,1,0,0,0,1,1316.69
USR047875,2023-08-29,2023-08,Paid Search,Free,18-24,Tier 1,2,1,0,0,0,1,213.99
USR047876,2023-12-15,2023-12,Paid Search,Basic,35-44,Tier 2,5,27,1,1,1,0,794.06
USR047877,2023-03-16,2023-03,Social Media,Free,25-34,Tier 1,3,12,1,1,1,0,197.26
USR047878,2023-09-05,2023-09,Organic,Free,35-44,Tier 1,1,10,1,1,1,0,191.46
USR047879,2023-05-01,2023-05,Paid Search,Pro,18-24,Tier 1,0,24,1,0,1,0,3072.77
USR047880,2023-08-05,2023-08,Organic,Free,18-24,Tier 2,4,15,1,1,1,0,160.88
USR047881,2023-02-08,2023-02,Email,Free,45+,Tier 1,5,20,1,1,1,0,193.32
USR047882,2023-05-16,2023-05,Paid Search,Free,18-24,Tier 3,2,20,1,1,1,0,209.87
USR047883,2023-05-16,2023-05,Referral,Basic,25-34,Tier 1,3,24,1,1,1,0,1306.96
USR047884,2023-05-12,2023-05,Organic,Basic,25-34,Tier 1,3,1,0,0,0,1,956.31
USR047885,2023-07-25,2023-07,Paid Search,Pro,35-44,Tier 2,4,19,1,0,1,0,3616.72
